instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,success
7533,15/11/2011,4,0,11,11,0,2,1,2,0.56,0.5303,0.64,0.194,18,116,134,FALSE
7534,15/11/2011,4,0,11,12,0,2,1,2,0.54,0.5152,0.68,0,28,148,176,FALSE
7535,15/11/2011,4,0,11,13,0,2,1,3,0.54,0.5152,0.6,0.2239,21,132,153,FALSE
7536,15/11/2011,4,0,11,14,0,2,1,2,0.54,0.5152,0.6,0.2836,27,120,147,FALSE
7537,15/11/2011,4,0,11,15,0,2,1,2,0.54,0.5152,0.6,0.1343,36,155,191,TRUE
7538,15/11/2011,4,0,11,16,0,2,1,2,0.52,0.5,0.68,0.1343,31,240,271,TRUE
7539,15/11/2011,4,0,11,17,0,2,1,2,0.5,0.4848,0.72,0.194,29,422,451,TRUE
7540,15/11/2011,4,0,11,18,0,2,1,2,0.5,0.4848,0.72,0.2836,27,414,441,TRUE
7541,15/11/2011,4,0,11,19,0,2,1,2,0.5,0.4848,0.72,0.3582,27,259,286,TRUE
7542,15/11/2011,4,0,11,20,0,2,1,2,0.48,0.4697,0.82,0.1343,26,212,238,TRUE
7543,15/11/2011,4,0,11,21,0,2,1,2,0.5,0.4848,0.77,0.0896,23,145,168,FALSE
7544,15/11/2011,4,0,11,22,0,2,1,2,0.46,0.4545,0.88,0.1045,19,109,128,FALSE
7545,15/11/2011,4,0,11,23,0,2,1,2,0.46,0.4545,0.94,0.1045,14,66,80,FALSE
7546,16/11/2011,4,0,11,0,0,3,1,2,0.46,0.4545,0.94,0,5,26,31,FALSE
7547,16/11/2011,4,0,11,1,0,3,1,3,0.46,0.4545,0.94,0.0896,0,5,5,FALSE
7548,16/11/2011,4,0,11,2,0,3,1,2,0.46,0.4545,0.94,0.1045,4,6,10,FALSE
7549,16/11/2011,4,0,11,3,0,3,1,2,0.46,0.4545,0.94,0.1045,2,3,5,FALSE
7550,16/11/2011,4,0,11,4,0,3,1,2,0.44,0.4394,1,0.2239,1,3,4,FALSE
7551,16/11/2011,4,0,11,5,0,3,1,3,0.46,0.4545,0.94,0.1045,0,13,13,FALSE
7552,16/11/2011,4,0,11,6,0,3,1,2,0.46,0.4545,0.94,0.0896,4,52,56,FALSE
7553,16/11/2011,4,0,11,7,0,3,1,3,0.46,0.4545,0.94,0,7,130,137,FALSE
7554,16/11/2011,4,0,11,8,0,3,1,3,0.46,0.4545,0.94,0,9,223,232,TRUE
7555,16/11/2011,4,0,11,9,0,3,1,3,0.46,0.4545,0.94,0,5,77,82,FALSE
7556,16/11/2011,4,0,11,10,0,3,1,3,0.46,0.4545,0.94,0,4,32,36,FALSE
7557,16/11/2011,4,0,11,11,0,3,1,3,0.46,0.4545,0.94,0.0896,7,53,60,FALSE
7558,16/11/2011,4,0,11,12,0,3,1,3,0.46,0.4545,1,0,5,49,54,FALSE
7559,16/11/2011,4,0,11,13,0,3,1,3,0.46,0.4545,0.94,0.1343,6,52,58,FALSE
7560,16/11/2011,4,0,11,14,0,3,1,2,0.46,0.4545,1,0.1343,12,49,61,FALSE
7561,16/11/2011,4,0,11,15,0,3,1,3,0.48,0.4697,0.94,0.1045,16,50,66,FALSE
7562,16/11/2011,4,0,11,16,0,3,1,3,0.48,0.4697,0.94,0.1045,13,110,123,FALSE
7563,16/11/2011,4,0,11,17,0,3,1,2,0.48,0.4697,0.88,0.194,17,216,233,TRUE
7564,16/11/2011,4,0,11,18,0,3,1,3,0.46,0.4545,0.88,0.3881,13,176,189,FALSE
7565,16/11/2011,4,0,11,19,0,3,1,3,0.46,0.4545,0.88,0.3881,3,108,111,FALSE
7566,16/11/2011,4,0,11,20,0,3,1,3,0.44,0.4394,0.88,0.3881,5,94,99,FALSE
7567,16/11/2011,4,0,11,21,0,3,1,3,0.44,0.4394,0.88,0.2836,3,72,75,FALSE
7568,16/11/2011,4,0,11,22,0,3,1,3,0.42,0.4242,0.88,0.2239,1,45,46,FALSE
7569,16/11/2011,4,0,11,23,0,3,1,3,0.42,0.4242,0.88,0.1343,3,28,31,FALSE
7570,17/11/2011,4,0,11,0,0,4,1,2,0.42,0.4242,0.88,0.2537,2,22,24,FALSE
7571,17/11/2011,4,0,11,1,0,4,1,2,0.42,0.4242,0.82,0.1642,0,5,5,FALSE
7572,17/11/2011,4,0,11,2,0,4,1,2,0.42,0.4242,0.82,0.2239,0,5,5,FALSE
7573,17/11/2011,4,0,11,3,0,4,1,2,0.42,0.4242,0.77,0.3284,0,3,3,FALSE
7574,17/11/2011,4,0,11,4,0,4,1,2,0.4,0.4091,0.62,0.4179,1,3,4,FALSE
7575,17/11/2011,4,0,11,5,0,4,1,3,0.34,0.303,0.71,0.3284,1,21,22,FALSE
7576,17/11/2011,4,0,11,6,0,4,1,3,0.36,0.3485,0.57,0.2239,3,72,75,FALSE
7577,17/11/2011,4,0,11,7,0,4,1,3,0.34,0.3182,0.61,0.2836,4,164,168,FALSE
7578,17/11/2011,4,0,11,8,0,4,1,3,0.34,0.303,0.61,0.2985,12,343,355,TRUE
7579,17/11/2011,4,0,11,9,0,4,1,2,0.34,0.303,0.61,0.3284,14,184,198,TRUE
7580,17/11/2011,4,0,11,10,0,4,1,2,0.34,0.303,0.61,0.3284,7,74,81,FALSE
7581,17/11/2011,4,0,11,11,0,4,1,3,0.32,0.303,0.66,0.3284,4,93,97,FALSE
7582,17/11/2011,4,0,11,12,0,4,1,2,0.34,0.303,0.53,0.2985,6,115,121,FALSE
7583,17/11/2011,4,0,11,13,0,4,1,2,0.34,0.303,0.49,0.4478,15,109,124,FALSE
7584,17/11/2011,4,0,11,14,0,4,1,2,0.34,0.303,0.49,0.3881,5,105,110,FALSE
7585,17/11/2011,4,0,11,15,0,4,1,2,0.34,0.303,0.49,0.4478,10,106,116,FALSE
7586,17/11/2011,4,0,11,16,0,4,1,1,0.32,0.2879,0.39,0.4179,8,187,195,TRUE
7587,17/11/2011,4,0,11,17,0,4,1,1,0.32,0.2879,0.42,0.3881,20,379,399,TRUE
7588,17/11/2011,4,0,11,18,0,4,1,1,0.32,0.3182,0.39,0.194,9,298,307,TRUE
7589,17/11/2011,4,0,11,19,0,4,1,1,0.3,0.2879,0.45,0.2239,7,210,217,TRUE
7590,17/11/2011,4,0,11,20,0,4,1,1,0.3,0.2879,0.42,0.2836,7,162,169,FALSE
7591,17/11/2011,4,0,11,21,0,4,1,1,0.3,0.2879,0.42,0.2537,3,113,116,FALSE
7592,17/11/2011,4,0,11,22,0,4,1,1,0.26,0.2424,0.52,0.2537,1,83,84,FALSE
7593,17/11/2011,4,0,11,23,0,4,1,1,0.26,0.2576,0.52,0.2239,0,58,58,FALSE
7594,18/11/2011,4,0,11,0,0,5,1,1,0.26,0.2576,0.48,0.1642,2,28,30,FALSE
7595,18/11/2011,4,0,11,1,0,5,1,1,0.26,0.2273,0.44,0.3284,0,10,10,FALSE
7596,18/11/2011,4,0,11,2,0,5,1,1,0.24,0.2273,0.44,0.2239,2,8,10,FALSE
7597,18/11/2011,4,0,11,3,0,5,1,1,0.24,0.2121,0.41,0.2836,0,2,2,FALSE
7598,18/11/2011,4,0,11,4,0,5,1,1,0.22,0.2273,0.44,0.1642,0,5,5,FALSE
7599,18/11/2011,4,0,11,5,0,5,1,1,0.22,0.2273,0.44,0.1343,0,22,22,FALSE
7600,18/11/2011,4,0,11,6,0,5,1,1,0.22,0.2576,0.44,0.0896,1,70,71,FALSE
7601,18/11/2011,4,0,11,7,0,5,1,1,0.22,0.2273,0.44,0.1642,5,211,216,TRUE
7602,18/11/2011,4,0,11,8,0,5,1,1,0.22,0.2273,0.44,0.194,6,369,375,TRUE
7603,18/11/2011,4,0,11,9,0,5,1,1,0.26,0.2576,0.41,0.194,6,207,213,TRUE
7604,18/11/2011,4,0,11,10,0,5,1,1,0.26,0.2424,0.41,0.2836,10,105,115,FALSE
7605,18/11/2011,4,0,11,11,0,5,1,1,0.3,0.303,0.36,0.1343,18,122,140,FALSE
7606,18/11/2011,4,0,11,12,0,5,1,1,0.32,0.3333,0.33,0,22,143,165,FALSE
7607,18/11/2011,4,0,11,13,0,5,1,1,0.34,0.3182,0.31,0.2239,31,146,177,FALSE
7608,18/11/2011,4,0,11,14,0,5,1,1,0.34,0.3333,0.31,0.1343,31,123,154,FALSE
7609,18/11/2011,4,0,11,15,0,5,1,1,0.34,0.3333,0.29,0.1343,27,151,178,FALSE
7610,18/11/2011,4,0,11,16,0,5,1,1,0.34,0.3333,0.29,0.1343,19,190,209,TRUE
7611,18/11/2011,4,0,11,17,0,5,1,1,0.32,0.3333,0.31,0.1343,17,361,378,TRUE
7612,18/11/2011,4,0,11,18,0,5,1,1,0.3,0.303,0.36,0.1642,16,312,328,TRUE
7613,18/11/2011,4,0,11,19,0,5,1,1,0.28,0.2727,0.41,0.1642,7,183,190,TRUE
7614,18/11/2011,4,0,11,20,0,5,1,1,0.28,0.2727,0.48,0.194,8,129,137,FALSE
7615,18/11/2011,4,0,11,21,0,5,1,1,0.28,0.2727,0.48,0.1642,3,108,111,FALSE
7616,18/11/2011,4,0,11,22,0,5,1,1,0.26,0.2727,0.52,0.1045,9,88,97,FALSE
7617,18/11/2011,4,0,11,23,0,5,1,1,0.26,0.2727,0.6,0.1343,5,54,59,FALSE
7618,19/11/2011,4,0,11,0,0,6,0,1,0.26,0.2576,0.56,0.194,4,49,53,FALSE
7619,19/11/2011,4,0,11,1,0,6,0,1,0.26,0.2273,0.52,0.2985,1,34,35,FALSE
7620,19/11/2011,4,0,11,2,0,6,0,1,0.24,0.2424,0.56,0.1642,12,34,46,FALSE
7621,19/11/2011,4,0,11,3,0,6,0,1,0.26,0.2424,0.48,0.2537,4,11,15,FALSE
7622,19/11/2011,4,0,11,4,0,6,0,1,0.26,0.2273,0.48,0.3284,4,4,8,FALSE
7623,19/11/2011,4,0,11,5,0,6,0,1,0.24,0.2273,0.56,0.2537,0,2,2,FALSE
7624,19/11/2011,4,0,11,6,0,6,0,1,0.24,0.2121,0.6,0.3284,2,10,12,FALSE
7625,19/11/2011,4,0,11,7,0,6,0,1,0.24,0.2273,0.6,0.2537,3,38,41,FALSE
7626,19/11/2011,4,0,11,8,0,6,0,1,0.26,0.2424,0.56,0.2537,12,80,92,FALSE
7627,19/11/2011,4,0,11,9,0,6,0,1,0.28,0.2576,0.52,0.2985,12,130,142,FALSE
7628,19/11/2011,4,0,11,10,0,6,0,1,0.32,0.303,0.45,0.2537,35,165,200,TRUE
7629,19/11/2011,4,0,11,11,0,6,0,1,0.36,0.3788,0.4,0,50,183,233,TRUE
7630,19/11/2011,4,0,11,12,0,6,0,1,0.4,0.4091,0.35,0.2836,93,218,311,TRUE
7631,19/11/2011,4,0,11,13,0,6,0,1,0.42,0.4242,0.3,0.2836,118,245,363,TRUE
7632,19/11/2011,4,0,11,14,0,6,0,1,0.42,0.4242,0.32,0.2985,121,228,349,TRUE
7633,19/11/2011,4,0,11,15,0,6,0,1,0.42,0.4242,0.41,0.194,120,262,382,TRUE
7634,19/11/2011,4,0,11,16,0,6,0,1,0.42,0.4242,0.38,0.2985,99,188,287,TRUE
7635,19/11/2011,4,0,11,17,0,6,0,1,0.4,0.4091,0.4,0.194,61,171,232,TRUE
7636,19/11/2011,4,0,11,18,0,6,0,1,0.38,0.3939,0.46,0.1343,36,172,208,TRUE
7637,19/11/2011,4,0,11,19,0,6,0,2,0.34,0.3333,0.71,0.1343,33,149,182,FALSE
7638,19/11/2011,4,0,11,20,0,6,0,2,0.36,0.3636,0.57,0.1045,48,115,163,FALSE
7639,19/11/2011,4,0,11,21,0,6,0,2,0.36,0.3485,0.62,0.194,29,79,108,FALSE
7640,19/11/2011,4,0,11,22,0,6,0,2,0.38,0.3939,0.62,0.1642,26,80,106,FALSE
7641,19/11/2011,4,0,11,23,0,6,0,1,0.38,0.3939,0.62,0.2239,20,73,93,FALSE
7642,20/11/2011,4,0,11,0,0,0,0,1,0.38,0.3939,0.66,0.1642,14,79,93,FALSE
7643,20/11/2011,4,0,11,1,0,0,0,1,0.4,0.4091,0.62,0.2537,11,73,84,FALSE
7644,20/11/2011,4,0,11,2,0,0,0,1,0.4,0.4091,0.62,0.2836,12,44,56,FALSE
7645,20/11/2011,4,0,11,3,0,0,0,2,0.4,0.4091,0.66,0.2836,6,31,37,FALSE
7646,20/11/2011,4,0,11,4,0,0,0,2,0.4,0.4091,0.71,0.2836,2,10,12,FALSE
7647,20/11/2011,4,0,11,5,0,0,0,2,0.42,0.4242,0.67,0.2836,0,4,4,FALSE
7648,20/11/2011,4,0,11,6,0,0,0,2,0.42,0.4242,0.67,0.2537,3,6,9,FALSE
7649,20/11/2011,4,0,11,7,0,0,0,1,0.42,0.4242,0.67,0.2239,4,19,23,FALSE
7650,20/11/2011,4,0,11,8,0,0,0,2,0.42,0.4242,0.71,0.2836,13,52,65,FALSE
7651,20/11/2011,4,0,11,9,0,0,0,1,0.44,0.4394,0.72,0.1642,29,109,138,FALSE
7652,20/11/2011,4,0,11,10,0,0,0,2,0.44,0.4394,0.72,0.1045,46,183,229,TRUE
7653,20/11/2011,4,0,11,11,0,0,0,2,0.5,0.4848,0.63,0.1045,74,212,286,TRUE
7654,20/11/2011,4,0,11,12,0,0,0,2,0.5,0.4848,0.63,0.1343,70,234,304,TRUE
7655,20/11/2011,4,0,11,13,0,0,0,2,0.54,0.5152,0.6,0.194,84,285,369,TRUE
7656,20/11/2011,4,0,11,14,0,0,0,1,0.52,0.5,0.63,0.2537,113,250,363,TRUE
7657,20/11/2011,4,0,11,15,0,0,0,2,0.52,0.5,0.68,0.194,109,242,351,TRUE
7658,20/11/2011,4,0,11,16,0,0,0,2,0.52,0.5,0.63,0.1343,81,225,306,TRUE
7659,20/11/2011,4,0,11,17,0,0,0,2,0.52,0.5,0.63,0.194,35,168,203,TRUE
7660,20/11/2011,4,0,11,18,0,0,0,2,0.54,0.5152,0.64,0.194,22,123,145,FALSE
7661,20/11/2011,4,0,11,19,0,0,0,2,0.5,0.4848,0.72,0.1045,17,140,157,FALSE
7662,20/11/2011,4,0,11,20,0,0,0,2,0.52,0.5,0.68,0.1045,23,90,113,FALSE
7663,20/11/2011,4,0,11,21,0,0,0,2,0.48,0.4697,0.77,0.0896,11,94,105,FALSE
7664,20/11/2011,4,0,11,22,0,0,0,3,0.46,0.4545,0.88,0.0896,5,35,40,FALSE
7665,20/11/2011,4,0,11,23,0,0,0,3,0.46,0.4545,0.88,0.0896,3,25,28,FALSE
7666,21/11/2011,4,0,11,0,0,1,1,2,0.46,0.4545,0.94,0,4,13,17,FALSE
7667,21/11/2011,4,0,11,1,0,1,1,3,0.46,0.4545,0.94,0.194,4,8,12,FALSE
7668,21/11/2011,4,0,11,2,0,1,1,3,0.44,0.4394,1,0.194,1,2,3,FALSE
7669,21/11/2011,4,0,11,3,0,1,1,3,0.44,0.4394,1,0.1343,0,4,4,FALSE
7670,21/11/2011,4,0,11,4,0,1,1,3,0.44,0.4394,1,0.1343,0,5,5,FALSE
7671,21/11/2011,4,0,11,5,0,1,1,2,0.44,0.4394,1,0,0,20,20,FALSE
7672,21/11/2011,4,0,11,6,0,1,1,2,0.42,0.4242,1,0,0,76,76,FALSE
7673,21/11/2011,4,0,11,7,0,1,1,2,0.46,0.4545,0.94,0.1642,17,229,246,TRUE
7674,21/11/2011,4,0,11,8,0,1,1,2,0.46,0.4545,0.94,0,13,378,391,TRUE
7675,21/11/2011,4,0,11,9,0,1,1,2,0.48,0.4697,0.94,0.1045,15,222,237,TRUE
7676,21/11/2011,4,0,11,10,0,1,1,2,0.52,0.5,0.83,0,25,110,135,FALSE
7677,21/11/2011,4,0,11,11,0,1,1,2,0.52,0.5,0.83,0.1045,16,112,128,FALSE
7678,21/11/2011,4,0,11,12,0,1,1,2,0.5,0.4848,0.77,0.1343,24,138,162,FALSE
7679,21/11/2011,4,0,11,13,0,1,1,2,0.5,0.4848,0.77,0.1343,13,121,134,FALSE
7680,21/11/2011,4,0,11,14,0,1,1,2,0.48,0.4697,0.82,0.194,14,121,135,FALSE
7681,21/11/2011,4,0,11,15,0,1,1,3,0.44,0.4394,0.94,0.2239,15,93,108,FALSE
7682,21/11/2011,4,0,11,16,0,1,1,3,0.44,0.4394,0.94,0.2239,13,95,108,FALSE
7683,21/11/2011,4,0,11,17,0,1,1,3,0.42,0.4242,0.94,0.2985,10,200,210,TRUE
7684,21/11/2011,4,0,11,18,0,1,1,3,0.42,0.4242,0.88,0.194,8,184,192,TRUE
7685,21/11/2011,4,0,11,19,0,1,1,3,0.4,0.4091,0.94,0.194,2,135,137,FALSE
7686,21/11/2011,4,0,11,20,0,1,1,3,0.4,0.4091,0.87,0.2239,5,75,80,FALSE
7687,21/11/2011,4,0,11,21,0,1,1,3,0.4,0.4091,0.87,0.1642,11,103,114,FALSE
7688,21/11/2011,4,0,11,22,0,1,1,3,0.4,0.4091,0.87,0.1343,6,72,78,FALSE
7689,21/11/2011,4,0,11,23,0,1,1,3,0.4,0.4091,0.87,0.1642,4,29,33,FALSE
7690,22/11/2011,4,0,11,0,0,2,1,3,0.38,0.3939,0.94,0.1045,0,14,14,FALSE
7691,22/11/2011,4,0,11,1,0,2,1,3,0.4,0.4091,0.94,0.1343,1,5,6,FALSE
7692,22/11/2011,4,0,11,2,0,2,1,3,0.38,0.3939,1,0.1045,2,4,6,FALSE
7693,22/11/2011,4,0,11,3,0,2,1,3,0.38,0.3939,1,0.1045,1,2,3,FALSE
7694,22/11/2011,4,0,11,4,0,2,1,3,0.38,0.3939,0.94,0.1642,0,7,7,FALSE
7695,22/11/2011,4,0,11,5,0,2,1,3,0.38,0.3939,0.94,0.1642,1,17,18,FALSE
7696,22/11/2011,4,0,11,6,0,2,1,2,0.38,0.3939,0.94,0.1045,1,63,64,FALSE
7697,22/11/2011,4,0,11,7,0,2,1,3,0.38,0.3939,0.94,0.2239,2,119,121,FALSE
7698,22/11/2011,4,0,11,8,0,2,1,3,0.38,0.3939,0.94,0.2239,5,185,190,TRUE
7699,22/11/2011,4,0,11,9,0,2,1,3,0.4,0.4091,0.94,0,2,147,149,FALSE
7700,22/11/2011,4,0,11,10,0,2,1,3,0.4,0.4091,0.94,0,6,46,52,FALSE
7701,22/11/2011,4,0,11,11,0,2,1,3,0.4,0.4091,0.94,0.1343,4,28,32,FALSE
7702,22/11/2011,4,0,11,12,0,2,1,3,0.4,0.4091,1,0.0896,3,18,21,FALSE
7703,22/11/2011,4,0,11,13,0,2,1,3,0.42,0.4242,1,0.0896,4,22,26,FALSE
7704,22/11/2011,4,0,11,14,0,2,1,3,0.42,0.4242,1,0.0896,4,31,35,FALSE
7705,22/11/2011,4,0,11,15,0,2,1,3,0.44,0.4394,0.94,0,2,32,34,FALSE
7706,22/11/2011,4,0,11,16,0,2,1,3,0.44,0.4394,0.94,0,3,59,62,FALSE
7707,22/11/2011,4,0,11,17,0,2,1,3,0.44,0.4394,1,0.0896,4,161,165,FALSE
7708,22/11/2011,4,0,11,18,0,2,1,3,0.44,0.4394,1,0,0,148,148,FALSE
7709,22/11/2011,4,0,11,19,0,2,1,3,0.46,0.4545,0.94,0.1045,5,106,111,FALSE
7710,22/11/2011,4,0,11,20,0,2,1,2,0.46,0.4545,1,0.2239,6,121,127,FALSE
7711,22/11/2011,4,0,11,21,0,2,1,2,0.46,0.4545,1,0.2537,4,86,90,FALSE
7712,22/11/2011,4,0,11,22,0,2,1,2,0.5,0.4848,0.94,0.194,6,81,87,FALSE
7713,22/11/2011,4,0,11,23,0,2,1,2,0.48,0.4697,0.94,0.2537,3,36,39,FALSE
7714,23/11/2011,4,0,11,0,0,3,1,2,0.48,0.4697,0.94,0.2537,2,14,16,FALSE
7715,23/11/2011,4,0,11,1,0,3,1,2,0.48,0.4697,0.94,0.2985,0,8,8,FALSE
7716,23/11/2011,4,0,11,2,0,3,1,3,0.5,0.4848,0.94,0.3582,1,5,6,FALSE
7717,23/11/2011,4,0,11,3,0,3,1,3,0.5,0.4848,0.94,0.3582,1,2,3,FALSE
7718,23/11/2011,4,0,11,4,0,3,1,3,0.52,0.5,0.88,0.3582,0,5,5,FALSE
7719,23/11/2011,4,0,11,5,0,3,1,2,0.46,0.4545,0.94,0.194,1,16,17,FALSE
7720,23/11/2011,4,0,11,6,0,3,1,2,0.44,0.4394,1,0,1,68,69,FALSE
7721,23/11/2011,4,0,11,7,0,3,1,2,0.46,0.4545,1,0.0896,2,154,156,FALSE
7722,23/11/2011,4,0,11,8,0,3,1,2,0.48,0.4697,0.94,0.1045,7,316,323,TRUE
7723,23/11/2011,4,0,11,9,0,3,1,2,0.52,0.5,0.94,0.194,3,164,167,FALSE
7724,23/11/2011,4,0,11,10,0,3,1,2,0.52,0.5,0.94,0.194,6,70,76,FALSE
7725,23/11/2011,4,0,11,11,0,3,1,2,0.5,0.4848,0.72,0.4179,9,107,116,FALSE
7726,23/11/2011,4,0,11,12,0,3,1,1,0.48,0.4697,0.55,0.4179,9,151,160,FALSE
7727,23/11/2011,4,0,11,13,0,3,1,2,0.44,0.4394,0.54,0.4925,12,162,174,FALSE
7728,23/11/2011,4,0,11,14,0,3,1,1,0.42,0.4242,0.54,0.4627,13,200,213,TRUE
7729,23/11/2011,4,0,11,15,0,3,1,2,0.42,0.4242,0.54,0.4478,13,194,207,TRUE
7730,23/11/2011,4,0,11,16,0,3,1,2,0.4,0.4091,0.62,0.4627,4,169,173,FALSE
7731,23/11/2011,4,0,11,17,0,3,1,3,0.38,0.3939,0.71,0.3881,7,156,163,FALSE
7732,23/11/2011,4,0,11,18,0,3,1,2,0.4,0.4091,0.58,0.5224,7,138,145,FALSE
7733,23/11/2011,4,0,11,19,0,3,1,1,0.38,0.3939,0.58,0.3881,6,116,122,FALSE
7734,23/11/2011,4,0,11,20,0,3,1,1,0.36,0.3333,0.62,0.3881,1,67,68,FALSE
7735,23/11/2011,4,0,11,21,0,3,1,1,0.36,0.3182,0.57,0.4627,0,66,66,FALSE
7736,23/11/2011,4,0,11,22,0,3,1,1,0.34,0.303,0.61,0.4478,3,59,62,FALSE
7737,23/11/2011,4,0,11,23,0,3,1,1,0.34,0.303,0.61,0.3582,4,47,51,FALSE
7738,24/11/2011,4,0,11,0,1,4,0,1,0.32,0.303,0.57,0.2239,1,22,23,FALSE
7739,24/11/2011,4,0,11,1,1,4,0,1,0.32,0.2879,0.57,0.4179,1,23,24,FALSE
7740,24/11/2011,4,0,11,2,1,4,0,1,0.3,0.2879,0.61,0.2836,3,19,22,FALSE
7741,24/11/2011,4,0,11,3,1,4,0,1,0.28,0.2879,0.65,0.1343,1,4,5,FALSE
7742,24/11/2011,4,0,11,4,1,4,0,1,0.3,0.3182,0.61,0.0896,1,1,2,FALSE
7743,24/11/2011,4,0,11,5,1,4,0,1,0.3,0.3182,0.61,0.1045,1,10,11,FALSE
7744,24/11/2011,4,0,11,6,1,4,0,1,0.3,0.3182,0.61,0.0896,1,5,6,FALSE
7745,24/11/2011,4,0,11,7,1,4,0,1,0.26,0.2727,0.75,0.1045,9,31,40,FALSE
7746,24/11/2011,4,0,11,8,1,4,0,1,0.3,0.3182,0.65,0.0896,4,42,46,FALSE
7747,24/11/2011,4,0,11,9,1,4,0,1,0.34,0.3485,0.61,0,13,68,81,FALSE
7748,24/11/2011,4,0,11,10,1,4,0,1,0.36,0.3788,0.57,0,34,64,98,FALSE
7749,24/11/2011,4,0,11,11,1,4,0,1,0.42,0.4242,0.41,0.2985,52,90,142,FALSE
7750,24/11/2011,4,0,11,12,1,4,0,1,0.46,0.4545,0.36,0.2239,62,88,150,FALSE
7751,24/11/2011,4,0,11,13,1,4,0,1,0.48,0.4697,0.33,0.2239,84,91,175,FALSE
7752,24/11/2011,4,0,11,14,1,4,0,1,0.5,0.4848,0.31,0.2985,74,94,168,FALSE
7753,24/11/2011,4,0,11,15,1,4,0,1,0.5,0.4848,0.31,0.2537,78,71,149,FALSE
7754,24/11/2011,4,0,11,16,1,4,0,1,0.5,0.4848,0.34,0.2836,48,66,114,FALSE
7755,24/11/2011,4,0,11,17,1,4,0,1,0.48,0.4697,0.33,0.1045,34,40,74,FALSE
7756,24/11/2011,4,0,11,18,1,4,0,1,0.42,0.4242,0.5,0.0896,13,24,37,FALSE
7757,24/11/2011,4,0,11,19,1,4,0,1,0.4,0.4091,0.54,0.1045,15,13,28,FALSE
7758,24/11/2011,4,0,11,20,1,4,0,1,0.36,0.3485,0.76,0.1642,14,17,31,FALSE
7759,24/11/2011,4,0,11,21,1,4,0,1,0.36,0.3485,0.71,0.1642,7,19,26,FALSE
7760,24/11/2011,4,0,11,22,1,4,0,1,0.36,0.3485,0.71,0.1642,8,14,22,FALSE
7761,24/11/2011,4,0,11,23,1,4,0,1,0.34,0.3485,0.76,0.1045,2,19,21,FALSE
7762,25/11/2011,4,0,11,0,0,5,1,1,0.34,0.3333,0.76,0.1642,7,22,29,FALSE
7763,25/11/2011,4,0,11,1,0,5,1,1,0.34,0.3636,0.76,0,2,12,14,FALSE
7764,25/11/2011,4,0,11,2,0,5,1,1,0.28,0.2879,0.81,0.1045,4,6,10,FALSE
7765,25/11/2011,4,0,11,3,0,5,1,1,0.28,0.2879,0.75,0.1045,0,2,2,FALSE
7766,25/11/2011,4,0,11,4,0,5,1,1,0.3,0.3182,0.75,0.1045,4,3,7,FALSE
7767,25/11/2011,4,0,11,5,0,5,1,1,0.28,0.3182,0.75,0,2,3,5,FALSE
7768,25/11/2011,4,0,11,6,0,5,1,1,0.26,0.2727,0.81,0.1045,4,9,13,FALSE
7769,25/11/2011,4,0,11,7,0,5,1,1,0.26,0.303,0.81,0,4,31,35,FALSE
7770,25/11/2011,4,0,11,8,0,5,1,1,0.26,0.2727,0.81,0.1343,6,68,74,FALSE
7771,25/11/2011,4,0,11,9,0,5,1,1,0.32,0.3485,0.76,0,25,70,95,FALSE
7772,25/11/2011,4,0,11,10,0,5,1,1,0.36,0.3485,0.71,0.1642,60,82,142,FALSE
7773,25/11/2011,4,0,11,11,0,5,1,1,0.4,0.4091,0.66,0.1045,99,127,226,TRUE
7774,25/11/2011,4,0,11,12,0,5,1,1,0.46,0.4545,0.51,0.1045,126,146,272,TRUE
7775,25/11/2011,4,0,11,13,0,5,1,1,0.5,0.4848,0.45,0.2239,143,140,283,TRUE
7776,25/11/2011,4,0,11,14,0,5,1,1,0.52,0.5,0.39,0.2239,122,150,272,TRUE
7777,25/11/2011,4,0,11,15,0,5,1,1,0.52,0.5,0.36,0.194,165,145,310,TRUE
7778,25/11/2011,4,0,11,16,0,5,1,1,0.5,0.4848,0.39,0.1642,122,139,261,TRUE
7779,25/11/2011,4,0,11,17,0,5,1,1,0.5,0.4848,0.34,0.1045,57,127,184,FALSE
7780,25/11/2011,4,0,11,18,0,5,1,1,0.46,0.4545,0.44,0.0896,45,108,153,FALSE
7781,25/11/2011,4,0,11,19,0,5,1,1,0.42,0.4242,0.67,0,38,96,134,FALSE
7782,25/11/2011,4,0,11,20,0,5,1,1,0.4,0.4091,0.58,0.0896,19,76,95,FALSE
7783,25/11/2011,4,0,11,21,0,5,1,1,0.36,0.3788,0.71,0,24,61,85,FALSE
7784,25/11/2011,4,0,11,22,0,5,1,1,0.34,0.3485,0.71,0.0896,12,46,58,FALSE
7785,25/11/2011,4,0,11,23,0,5,1,1,0.34,0.3485,0.76,0.1045,5,28,33,FALSE
7786,26/11/2011,4,0,11,0,0,6,0,1,0.34,0.3485,0.76,0.1045,9,38,47,FALSE
7787,26/11/2011,4,0,11,1,0,6,0,1,0.32,0.3333,0.76,0.0896,5,24,29,FALSE
7788,26/11/2011,4,0,11,2,0,6,0,1,0.3,0.3182,0.81,0.1045,3,20,23,FALSE
